action,frame_number,input_number,x_inputs,y_inputs
band-stretching,543,9,148.61845415938083,509.57020196013855
band-stretching,543,10,108.71052558147626,818.1001864216646
band-stretching,543,11,95.80348021445096,459.25141452905444
band-stretching,543,12,359.985360451115,675.6861523666203
band-stretching,543,13,355.88692293418427,606.8151172932752
band-stretching,543,14,506.399732528877,679.1652086840115
band-stretching,543,15,507.3547078633937,610.8838233679743
band-stretching,543,16,627.3848596326852,674.5617084964749
band-stretching,543,17,638.8627335631732,607.8031916324279
band-stretching,544,1,142.3566173548176,638.2834091007849
band-stretching,544,2,130.75216446769386,651.0680537704003
band-stretching,544,3,129.78235375699322,627.2314767591847
band-stretching,544,4,133.99165773854673,668.1129311435768
band-stretching,544,5,131.10664211595935,611.2616076383806
band-stretching,544,6,181.90063095621858,684.8112200722854
band-stretching,544,7,183.9417137749152,593.5056259071893
band-stretching,544,8,154.0528376522408,748.1756241595159
band-stretching,544,9,143.98876866752,510.5716416465408
band-stretching,544,10,104.43110959374458,818.2544019164562
band-stretching,544,11,88.35007465166788,458.9054562094433
band-stretching,544,12,360.38190632686536,676.1385091145834
band-stretching,544,13,357.6337214878627,606.7651305842642
band-stretching,544,14,505.6383712281797,679.652111997463
band-stretching,544,15,507.2779388004467,610.492014829113
band-stretching,544,16,640.0413953381669,674.9811153128965
band-stretching,544,17,638.5869906315692,606.9544742890953
band-stretching,545,1,143.00061191500637,637.8629389337782
band-stretching,545,2,129.28098289711963,650.5128830396785
band-stretching,545,3,130.06104647865243,627.1787747361528
band-stretching,545,4,132.21844761778345,669.0199850351898
band-stretching,545,5,130.53809320711727,610.7376591774005
band-stretching,545,6,175.60172410348582,683.1012691881953
band-stretching,545,7,182.77758774248142,593.1567535281274
band-stretching,545,8,145.31099369721008,747.5746937378788
band-stretching,545,9,140.42143674895436,516.2569663935951
band-stretching,545,10,101.94290055315967,814.3108487631733
band-stretching,545,11,82.53943275314099,457.0297429414581
band-stretching,545,12,358.60267543924994,674.913735073307
band-stretching,545,13,365.07077326887025,606.2516828740974
band-stretching,545,14,506.2286630384469,676.938958744999
band-stretching,545,15,507.88178400259244,609.7446891314158
band-stretching,545,16,629.6308494705434,673.8181830829797
band-stretching,545,17,638.591871433549,606.6357163392781
band-stretching,546,1,143.10644026106837,637.9446020431578
band-stretching,546,2,129.67193085013085,650.3333358109509
band-stretching,546,3,128.95441200796014,627.0358090545868
band-stretching,546,4,132.9306275768518,667.6136035308718
band-stretching,546,5,131.18384497506278,610.9608315342018
band-stretching,546,6,175.28913754530655,681.7930456514381
band-stretching,546,7,180.64810288597243,593.5049559975117
band-stretching,546,8,143.83981331707534,744.8179122603191
band-stretching,546,9,139.496863334751,521.1366585248342
band-stretching,546,10,98.90119428277512,815.5781101342945
band-stretching,546,11,77.03514736667586,465.3172951429547
band-stretching,546,12,358.26517631541344,675.5821200630611
band-stretching,546,13,365.23616626755376,605.6468272153331
band-stretching,546,14,506.9433600628095,676.9669825057329
band-stretching,546,15,508.4811264863457,609.2727029816793
band-stretching,546,16,640.167978104209,674.0871158453937
band-stretching,546,17,638.7350098799072,606.4779608292472
band-stretching,547,1,142.70223241903912,637.2845239810512
band-stretching,547,2,131.18827245767835,650.7423299630111
band-stretching,547,3,129.96339520204415,627.0012134132118
band-stretching,547,4,132.63393290991922,668.0359001070331
band-stretching,547,5,130.29083511204396,610.4740940305426
band-stretching,547,6,175.29685921212672,680.5265151775042
band-stretching,547,7,176.80502226217115,591.1421976082033
band-stretching,547,8,145.94803478119277,746.9359350986168
band-stretching,547,9,130.33827126935518,518.0642959868694
band-stretching,547,10,95.50939022916035,812.0201092972409
band-stretching,547,11,75.77707732434742,471.5460919775505
band-stretching,547,12,354.97441367203584,678.4880567397297
band-stretching,547,13,364.28264326923596,605.2209579860858
band-stretching,547,14,506.2673932735533,676.5186556980631
band-stretching,547,15,508.54137320128297,609.5722907823477
band-stretching,547,16,640.1986819199815,673.9611528144974
band-stretching,547,17,638.9327399773671,605.8630899969811
band-stretching,548,1,142.80416987309343,636.6763896480563
band-stretching,548,2,131.231950397465,650.2657149565769
band-stretching,548,3,129.95415239162153,626.8219539692958
band-stretching,548,4,132.05338889451363,667.8732149718238
band-stretching,548,5,129.91592666477834,610.1282386273541
band-stretching,548,6,175.7497595418012,680.2585203362851
band-stretching,548,7,175.26549255963667,591.6300543726281
band-stretching,548,8,137.51454537189286,744.5997337323441
band-stretching,548,9,128.06075668864045,519.3295643052303
band-stretching,548,10,87.11400797892874,809.9431758407128
band-stretching,548,11,64.64422984526657,467.8059581366486
band-stretching,548,12,355.43046033332814,678.6223988827088
band-stretching,548,13,365.36532990644776,605.6503170826396
band-stretching,548,14,506.0911710847598,676.6521973799765
band-stretching,548,15,508.86407182881305,609.1906309462822
band-stretching,548,16,640.2622418661554,673.5366563998006
band-stretching,548,17,638.9172242650046,605.6265181363513
band-stretching,549,1,143.19599363245018,635.8890509028438
band-stretching,549,2,129.37516856623424,649.0884273150858
band-stretching,549,3,130.12403382342333,626.5380759317367
band-stretching,549,4,131.01736558128493,667.068847846836
band-stretching,549,5,127.75677177016513,611.0684835417582
band-stretching,549,6,173.87772389489967,680.4944095418008
band-stretching,549,7,173.45613117191564,591.532729980445
band-stretching,549,8,134.15142329159127,745.9063858877952
band-stretching,549,9,126.46163834612842,521.5002060234314
band-stretching,549,10,83.26224381318535,806.0279549591994
band-stretching,549,11,62.506707557858114,479.9019473311866
band-stretching,549,12,353.0114661837087,677.5662595940976
band-stretching,549,13,354.18115454474037,605.0024933409263
band-stretching,549,14,505.6665175037146,676.8018492937647
band-stretching,549,15,510.6483461919671,609.5867200459846
band-stretching,549,16,629.6014084730003,673.365390965196
band-stretching,549,17,638.9279486964381,605.136126742337
band-stretching,550,1,143.09920828153952,635.5288917845251
band-stretching,550,2,129.23211964092704,648.3586431498829
band-stretching,550,3,129.9350746461654,626.6615303748292
band-stretching,550,4,130.64305140142136,666.0112739223507
band-stretching,550,5,127.52235613649663,610.7260277157739
band-stretching,550,6,171.79672516334736,679.79908999012
band-stretching,550,7,172.57762300488687,592.0627324791461
band-stretching,550,8,131.91226371945027,743.5653212440842
band-stretching,550,9,120.55371944517435,525.2932227058023
band-stretching,550,10,78.35478170238818,803.0648327246017
band-stretching,550,11,52.20588747572138,477.21170846788704
band-stretching,550,12,353.12981515585466,677.8859270558889
band-stretching,550,13,354.4856984936083,603.0722886859021
band-stretching,550,14,504.34064074131385,677.256764658348
band-stretching,550,15,510.08287105745484,609.3970222086017
band-stretching,550,16,629.6299237847825,673.0859329735832
band-stretching,550,17,639.2874280953374,605.2020663902408
band-stretching,551,1,142.90988596070986,635.4349228965408
band-stretching,551,2,131.14031822109354,648.9776091981362
band-stretching,551,3,130.0483447271974,626.796336356408
band-stretching,551,4,129.9764290861217,665.6351296441989
band-stretching,551,5,126.1570324944061,610.19891505126
band-stretching,551,6,171.0353829096822,679.9114289830943
band-stretching,551,7,172.41005102572925,591.6879044204462
band-stretching,551,8,130.95076096702712,742.5536146915862
band-stretching,551,9,122.5180474861981,532.2339515179791
band-stretching,551,10,72.63119616885456,800.0967757428278
band-stretching,551,11,55.82954438483335,485.08766954527715
band-stretching,551,12,352.1582627131109,677.183194662983
band-stretching,551,13,354.4117074402956,602.7401306962335
band-stretching,551,14,504.85122453157845,676.9022861930376
band-stretching,551,15,510.1932263473532,609.3720421057767
band-stretching,551,16,629.5417893577713,672.7754859418072
band-stretching,551,17,639.148803795591,605.2704800822416
band-stretching,552,1,142.30585368099557,635.7862605050985
band-stretching,552,2,130.96132849853348,648.6280602388881
band-stretching,552,3,129.77096529840264,626.732213945709
band-stretching,552,4,130.1577511177645,664.9253808288812
band-stretching,552,5,127.34035983991689,610.7127395856204
band-stretching,552,6,170.7912247190859,679.8782460602068
band-stretching,552,7,171.62923508642783,592.470945526528
band-stretching,552,8,129.33305557822388,742.3387042364974
band-stretching,552,9,114.1831243253118,528.8036236253034
band-stretching,552,10,66.48192851454144,796.877408768403
band-stretching,552,11,51.888623918805806,484.63593315463993
band-stretching,552,12,354.3626506186391,677.3624393364864
band-stretching,552,13,354.63762428823355,603.6019347143955
band-stretching,552,14,506.49124494703403,679.1491861216823
band-stretching,552,15,509.66822145385316,608.5312339907787
band-stretching,552,16,639.9958653125948,673.0512906386459
band-stretching,552,17,639.3219870304102,605.5461471998348
band-stretching,553,1,142.82778741913265,634.7134492324722
band-stretching,553,2,131.05374207939752,648.3279473738778
band-stretching,553,3,129.7700441363119,625.9873072604106
band-stretching,553,4,129.98637925569955,663.7021581573844
band-stretching,553,5,127.50723850710547,610.2161049526431
band-stretching,553,6,169.90372063878837,680.2455157027591
band-stretching,553,7,169.84669001522408,592.2662089077594
band-stretching,553,8,126.84167437348385,741.2026970392088
band-stretching,553,9,113.55479511573147,532.7220235998792
band-stretching,553,10,65.56510724240962,794.3358665067269
band-stretching,553,11,50.624799291899066,484.76657792983997
band-stretching,553,12,350.37222274960163,677.5382453626622
band-stretching,553,13,353.8208742181405,602.227372490364
band-stretching,553,14,505.33853284859623,679.524413681328
band-stretching,553,15,510.3373747625893,608.7416790166374
band-stretching,553,16,628.5690212382027,670.5662480636465
band-stretching,553,17,639.4810526050245,605.5434751845635
band-stretching,554,1,141.8369069410263,633.703547529091
band-stretching,554,2,130.98622201715858,647.9397266158641
band-stretching,554,3,129.55711045972848,625.5048241120219
band-stretching,554,4,129.19777688966875,663.8589694330601
band-stretching,554,5,127.44858317170163,609.6883914658653
band-stretching,554,6,169.70514580545412,679.6043235189184
band-stretching,554,7,169.61222866867848,592.2134965811736
band-stretching,554,8,126.23872676272663,739.5540922047289
band-stretching,554,9,111.97409144387001,534.9554929353593
band-stretching,554,10,60.06526719515267,791.5635567991925
band-stretching,554,11,48.690141467545466,487.9273094635844
band-stretching,554,12,352.3516553847039,676.6437043927779
band-stretching,554,13,354.6701385244086,602.0850228779397
band-stretching,554,14,504.469951518531,676.8950858551668
band-stretching,554,15,510.35672797574745,608.6245677510246
band-stretching,554,16,629.6827545377649,672.5821673283812
band-stretching,554,17,638.7618985751466,605.8881854043167
band-stretching,555,1,141.53542718345017,633.4369015600605
band-stretching,555,2,131.05590534607018,647.4470957176095
band-stretching,555,3,129.1823633170161,625.6539857434072
band-stretching,555,4,131.549051102256,659.2111141731923
band-stretching,555,5,129.34609684302637,608.9070265187033
band-stretching,555,6,169.29508606041685,679.2719468318513
band-stretching,555,7,169.30034875539073,592.5310071458302
band-stretching,555,8,122.0119745093146,737.2065881376244
band-stretching,555,9,108.7371178572783,535.5830872868487
band-stretching,555,10,56.34896885505496,791.7250345722946
band-stretching,555,11,45.95423404783548,494.79486481832583
band-stretching,555,12,353.87896004728407,675.497993510929
band-stretching,555,13,353.7607160719026,601.3138310524005
band-stretching,555,14,504.79251062655084,678.7350561542496
band-stretching,555,15,510.71090009771336,608.5402734832406
band-stretching,555,16,629.4378516082129,672.8047606611884
band-stretching,555,17,638.9590191675786,604.8198664811885
band-stretching,556,1,142.06930025605985,633.1952533230569
band-stretching,556,2,131.11571921720252,646.8186551644224
band-stretching,556,3,129.1131312837217,625.6503698511295
band-stretching,556,4,132.72787096761633,658.8714480493145
band-stretching,556,5,128.92274226957156,608.9125982994776
band-stretching,556,6,169.10476240139562,677.2316468571612
band-stretching,556,7,168.9806633683415,592.5674195479453
band-stretching,556,8,121.44095972407708,735.2478703923937
band-stretching,556,9,109.2858799948937,537.1707636932206
band-stretching,556,10,54.134368526125414,785.3311444296677
band-stretching,556,11,43.72150606322057,500.87159727812747
band-stretching,556,12,351.5690165774667,674.8125291596531
band-stretching,556,13,352.42361346494806,601.220036074112
band-stretching,556,14,507.6877166494086,666.1427953930036
band-stretching,556,15,509.7046611643036,608.278802876171
band-stretching,556,16,639.0322569107711,672.5459575429733
band-stretching,556,17,638.6043424778276,604.8288671417594
band-stretching,557,1,141.17339976782938,632.974627194788
band-stretching,557,2,130.8434683208492,647.0884815367938
band-stretching,557,3,128.5576758999765,625.4722944225398
band-stretching,557,4,132.4594049546325,658.6522551275249
band-stretching,557,5,128.3345094434762,608.8621622244889
band-stretching,557,6,168.84124290265257,678.6331588899968
band-stretching,557,7,168.89456887847012,592.4228101815218
band-stretching,557,8,120.67238340761394,735.1628919209846
band-stretching,557,9,106.72119521565642,537.9474939469897
band-stretching,557,10,53.302277500189625,784.4824041266818
band-stretching,557,11,43.63287546102283,502.155773630373
band-stretching,557,12,354.5979538440043,674.0037804632611
band-stretching,557,13,354.5529354693324,600.2825255918838
band-stretching,557,14,508.982331517996,667.8698701880854
band-stretching,557,15,511.0135451170013,608.1594083906616
band-stretching,557,16,638.4616744931627,671.6121329189184
band-stretching,557,17,638.4050476666793,605.11373408226
band-stretching,558,1,141.08687719591117,632.7882512708272
band-stretching,558,2,130.85920307408094,646.5713322302217
band-stretching,558,3,128.57841299906187,625.0290844907619
band-stretching,558,4,132.33913247033064,658.721971474617
band-stretching,558,5,128.33596963657587,608.6532827432411
band-stretching,558,6,168.67949741061946,678.4946619729154
band-stretching,558,7,168.1862097540444,592.4426886553322
band-stretching,558,8,116.95708551287817,738.451743442318
band-stretching,558,9,107.02087740957654,540.1066986012514
band-stretching,558,10,49.530058502324245,782.2617164391452
band-stretching,558,11,39.9938047411703,503.2399252445599
band-stretching,558,12,354.7230426084648,673.7293681160348
band-stretching,558,13,354.13566737499053,599.6269136737046
band-stretching,558,14,508.56576792575447,667.9922683084504
band-stretching,558,15,510.8436029727846,607.9454527712725
band-stretching,558,16,638.2776325453336,671.38884735703
band-stretching,558,17,638.5066788206484,605.0067286376
band-stretching,559,1,141.68898554681573,633.0324867123463
band-stretching,559,2,130.66795539591416,646.21781527112
band-stretching,559,3,128.53438810568082,624.9131472347119
band-stretching,559,4,132.00988356845554,658.418355639515
band-stretching,559,5,127.37330763416053,608.6628544470186
band-stretching,559,6,168.38422841404082,678.0163207340762
band-stretching,559,7,167.68688228358508,592.0431107603694
band-stretching,559,8,112.79148435129703,739.6601289962066
band-stretching,559,9,117.49826693171106,544.1645035159299
band-stretching,559,10,50.8809940163537,783.7639750436728
band-stretching,559,11,42.7702163294185,507.8109433891064
band-stretching,559,12,355.0951378090868,674.0027884632977
band-stretching,559,13,354.10314837705744,598.8960822386075
band-stretching,559,14,509.1991136474186,668.2140074587725
band-stretching,559,15,511.2538458074181,607.3779442345696
band-stretching,559,16,638.1011960774288,671.7372117053709
band-stretching,559,17,638.562169491666,604.7769300831565
band-stretching,560,1,140.22214908044316,632.8077810914325
band-stretching,560,2,130.32072395292963,646.0952675407701
band-stretching,560,3,127.89204676091754,624.8703398395571
band-stretching,560,4,131.80218806379216,658.0202406109729
band-stretching,560,5,127.29315778253479,608.4013892597375
band-stretching,560,6,168.169713119528,677.8185773100544
band-stretching,560,7,167.32507628971263,592.4850298295628
band-stretching,560,8,113.99082929846648,738.7250904139833
band-stretching,560,9,105.35482208209626,539.7938688875269
band-stretching,560,10,50.412779158593544,784.14727907084
band-stretching,560,11,33.625532644962306,507.04424272190306
band-stretching,560,12,354.43989919061966,674.1761835769785
band-stretching,560,13,354.08175570293537,599.6891266512368
band-stretching,560,14,509.1264108877407,668.2897958748049
band-stretching,560,15,507.8876962013615,606.4566761883416
band-stretching,560,16,637.8827951883642,671.7173395149416
band-stretching,560,17,638.5002875890216,604.2550968881885
band-stretching,561,1,139.4955252807448,631.4371916319038
band-stretching,561,2,130.08120942876343,645.6143443385295
band-stretching,561,3,127.49219775034551,624.3584323618023
band-stretching,561,4,131.94368465598183,657.6810642930328
band-stretching,561,5,126.82596283382252,608.0988096167201
band-stretching,561,6,171.8308174461333,677.5315048134393
band-stretching,561,7,172.36263034413162,593.4602797878244
band-stretching,561,8,114.34900588036906,739.0205596518833
band-stretching,561,9,106.66979108537946,541.6740709315233
band-stretching,561,10,48.89706961490245,784.8778114050837
band-stretching,561,11,33.55193431764304,507.4423148686024
band-stretching,561,12,354.6620642494064,674.3420734152396
band-stretching,561,13,352.83074853820375,600.1141867239339
band-stretching,561,14,509.0036122908043,668.1351811024102
band-stretching,561,15,507.80830436209203,606.3362858911495
band-stretching,561,16,637.4537007917809,671.5300157980282
band-stretching,561,17,638.2856170611971,604.001452455662
band-stretching,562,1,140.3486132787104,630.5798444666033
band-stretching,562,2,130.10912333050646,645.467017097086
band-stretching,562,3,127.5730179682188,623.7799312582619
band-stretching,562,4,131.91103518587872,658.0431776322209
band-stretching,562,5,126.44053685350987,608.3301952758122
band-stretching,562,6,171.53540369211058,677.633967641552
band-stretching,562,7,171.77199568728633,593.6353272818477
band-stretching,562,8,114.20741691007363,740.7548271613973
band-stretching,562,9,105.81805352199095,540.9900235869194
band-stretching,562,10,49.00238631006418,785.4020265673028
band-stretching,562,11,32.92554856008035,507.75096527028137
band-stretching,562,12,350.96342828171265,673.3302572758099
band-stretching,562,13,351.2651034499339,599.3819449526737
band-stretching,562,14,506.53714067562277,666.1641753268931
band-stretching,562,15,497.0087876233909,604.436517338749
band-stretching,562,16,637.1840786239476,671.6453091564074
band-stretching,562,17,634.3728471562865,606.6079709531738
band-stretching,563,1,139.93015188780637,630.1941804193501
band-stretching,563,2,129.85113747076915,645.1461708610826
band-stretching,563,3,127.27178332213721,623.6547551985182
band-stretching,563,4,131.5779187841323,657.7936720122219
band-stretching,563,5,126.21631185819967,608.4696794877659
band-stretching,563,6,171.35217124314644,677.5777724159592
band-stretching,563,7,171.45634517590315,593.5330502750537
band-stretching,563,8,117.03899060803545,739.6158415818941
band-stretching,563,9,104.51972972007466,539.6774990013296
band-stretching,563,10,51.205372592116525,787.1780547976587
band-stretching,563,11,34.08719699028957,505.9178448691208
band-stretching,563,12,354.77077280433434,674.0235003933694
band-stretching,563,13,352.70411053576845,599.919404052925
band-stretching,563,14,509.1431527527956,667.7494160445941
band-stretching,563,15,502.83043537325074,600.617401337456
band-stretching,563,16,637.6006619774848,671.5343952551193
band-stretching,563,17,634.6648629197797,606.6034007016613
band-stretching,564,1,139.61410257918826,630.0447896083382
band-stretching,564,2,129.67054994030238,645.1311974745072
band-stretching,564,3,127.34720939075402,623.475088574382
band-stretching,564,4,130.4039978154324,657.8972268979313
band-stretching,564,5,126.37465376463743,608.239103878596
band-stretching,564,6,171.49667536170736,677.4613120014271
band-stretching,564,7,172.87222226019873,593.8183098226483
band-stretching,564,8,117.51679683690594,740.9974774041276
band-stretching,564,9,106.91629206092612,539.691871089176
band-stretching,564,10,54.58638840674031,787.0361718826234
band-stretching,564,11,38.55047540757263,504.9600045816867
band-stretching,564,12,352.82429564181047,673.7918412434134
band-stretching,564,13,352.858144836849,598.9859387578674
band-stretching,564,14,509.81303818182874,667.6515539617486
band-stretching,564,15,507.6251319112791,606.2505908165008
band-stretching,564,16,637.338444343387,671.0517968468886
band-stretching,564,17,634.7131042903736,606.5043893854289
band-stretching,565,1,139.8698908875951,629.307218100483
band-stretching,565,2,129.65065983892646,645.7984441895675
band-stretching,565,3,127.57564253020055,623.4202603080327
band-stretching,565,4,130.50821936576938,657.3053478803791
band-stretching,565,5,126.45145377901159,608.2115877912344
band-stretching,565,6,171.21294886659155,678.4453435655128
band-stretching,565,7,173.06941166003435,593.169654292301
band-stretching,565,8,119.83791769294898,740.1358430074771
band-stretching,565,9,109.43294974868076,541.1323998813793
band-stretching,565,10,56.839862299692946,792.4870754125805
band-stretching,565,11,42.75142738458684,503.8672961340018
band-stretching,565,12,348.30791362280985,673.7208870404592
band-stretching,565,13,351.92652497311406,599.9753696224263
band-stretching,565,14,507.5652299476232,665.8025956284152
band-stretching,565,15,506.5149204079553,606.4717410561817
band-stretching,565,16,637.2582963369425,671.0106636005672
band-stretching,565,17,635.1740681810948,606.2672594652615
band-stretching,566,1,140.10945588639638,629.3869240110876
band-stretching,566,2,129.52005195882217,645.8507090560353
band-stretching,566,3,127.82528577499019,623.3671364348722
band-stretching,566,4,130.3495690164553,657.1297114757148
band-stretching,566,5,126.61793198234992,608.1284212563579
band-stretching,566,6,171.24828682527794,678.9808215246268
band-stretching,566,7,173.43665724819147,592.6584884321941
band-stretching,566,8,121.3965468069386,742.8840650309817
band-stretching,566,9,107.66226145496977,538.1040526962578
band-stretching,566,10,56.892671624764326,792.8750679438975
band-stretching,566,11,42.490337334790276,502.0978545546997
band-stretching,566,12,354.12638289918516,673.4205235549009
band-stretching,566,13,351.0318306381924,600.2363132592945
band-stretching,566,14,508.5402394266962,667.8046135526445
band-stretching,566,15,506.7602290392914,605.9912681132904
band-stretching,566,16,636.9292217154112,671.0730444724256
band-stretching,566,17,635.2576789379781,606.070008705967
band-stretching,567,1,140.46433352233632,629.6319270375927
band-stretching,567,2,129.66042572846857,645.8207822944111
band-stretching,567,3,127.79825378059515,623.2516699559422
band-stretching,567,4,129.07936910981113,657.6212717572942
band-stretching,567,5,126.57725454534142,608.2369329257461
band-stretching,567,6,170.84795820894917,678.9618991967945
band-stretching,567,7,174.4294457032181,592.3871797774566
band-stretching,567,8,123.52977726231336,743.4919265878099
band-stretching,567,9,108.8783249345798,538.0703027801156
band-stretching,567,10,59.817767202771485,796.5665216021571
band-stretching,567,11,43.558473944167986,499.37367590398736
band-stretching,567,12,352.07569882873025,673.30864196825
band-stretching,567,13,350.5782312824392,599.6565593210261
band-stretching,567,14,507.124272107086,665.5559240217603
band-stretching,567,15,507.59450237893196,606.1816720716847
band-stretching,567,16,629.0076458173056,671.4264741565546
band-stretching,567,17,635.1064778829249,606.1579517421083
band-stretching,568,1,140.7638638161753,629.723870473202
band-stretching,568,2,129.80275896154396,645.7126866980143
band-stretching,568,3,128.40626467282829,623.1955076362079
band-stretching,568,4,129.67974013329874,657.5196760953356
band-stretching,568,5,128.22961687214993,607.9535284347594
band-stretching,568,6,171.15071840325936,678.4531776017271
band-stretching,568,7,170.76267131323954,596.2076613272102
band-stretching,568,8,126.80839337522212,743.0405084757392
band-stretching,568,9,105.51989128123374,534.1299088274847
band-stretching,568,10,64.14234156086111,795.01238522913
band-stretching,568,11,42.011373046367076,502.4490382650883
band-stretching,568,12,350.84410493482994,672.8942823447258
band-stretching,568,13,351.2526200250845,600.1559736503464
band-stretching,568,14,506.4328315089381,665.8295082729556
band-stretching,568,15,507.48627809479564,606.1337463712432
band-stretching,568,16,636.8024351461254,670.5939111404359
band-stretching,568,17,635.466489646372,605.8987767430231
band-stretching,569,1,141.77330699608495,629.8837606651907
band-stretching,569,2,127.88147935589541,643.0211835350495
band-stretching,569,3,128.93842345302545,622.5656000475321
band-stretching,569,4,127.1416783432028,661.7454410883525
band-stretching,569,5,128.34079252367377,607.3615007303731
band-stretching,569,6,170.8668909588733,679.1674394927669
band-stretching,569,7,171.0844613973377,595.6904939149712
band-stretching,569,8,128.8708507733603,743.5450762496341
band-stretching,569,9,105.80999853210872,530.1867120699618
band-stretching,569,10,65.99152886421109,803.3280686342
band-stretching,569,11,39.92823771398706,486.4570211489437
band-stretching,569,12,353.3737016881554,673.3787604517345
band-stretching,569,13,353.38365054824976,602.0072795263405
band-stretching,569,14,509.4893206571243,667.5555481862315
band-stretching,569,15,507.227585113991,606.0703593841481
band-stretching,569,16,636.7944468208557,670.6615604635889
band-stretching,569,17,635.670479550937,605.5645442250927
band-stretching,570,1,143.21389534271705,629.7360355755392
band-stretching,570,2,130.1701093083777,645.9447846721616
band-stretching,570,3,129.14214753244852,622.5338191226718
band-stretching,570,4,128.95836141006956,657.6064641805108
band-stretching,570,5,128.48085648143837,606.906042166002
band-stretching,570,6,170.36724921238405,679.5516579454528
band-stretching,570,7,171.8993924758636,594.4626209458553
band-stretching,570,8,130.1855750222808,743.4501096441074
band-stretching,570,9,106.33470807756696,527.8881721585919
band-stretching,570,10,71.2773245548243,803.6610311348861
band-stretching,570,11,42.30126982753717,486.10769898699743
band-stretching,570,12,351.3450828603832,672.0059873534775
band-stretching,570,13,352.4710272419965,600.1613729508197
band-stretching,570,14,509.46472558168364,667.182765844555
band-stretching,570,15,507.4946321230821,605.4539814933402
band-stretching,570,16,636.8102891898188,670.5485275590169
band-stretching,570,17,635.7150600819581,605.1125981898907
band-stretching,571,1,144.41499839047287,629.559504369755
band-stretching,571,2,130.27726005416636,645.6285958807512
band-stretching,571,3,129.5776135184067,622.4737191479435
band-stretching,571,4,128.38524478483797,661.6838046333736
band-stretching,571,5,126.8777131439082,607.8867515486539
band-stretching,571,6,171.69157221313984,679.4075835300181
band-stretching,571,7,172.58546847741582,594.5575642046009
band-stretching,571,8,129.8822453217103,754.0367909058475
band-stretching,571,9,108.53827827019764,524.395525632288
band-stretching,571,10,75.47918650379789,806.4761578859899
band-stretching,571,11,48.67442463042832,482.39397130842605
band-stretching,571,12,355.86509694008157,673.1974236207675
band-stretching,571,13,352.25841188893736,600.1588305340066
band-stretching,571,14,508.8471921108632,667.5239928675107
band-stretching,571,15,507.3445243676724,605.4334763490438
band-stretching,571,16,636.7955515487184,670.4610862999945
band-stretching,571,17,635.3290662620004,605.3828452807865
band-stretching,572,1,144.2246954450991,634.4911735826503
band-stretching,572,2,128.8243664914791,642.8170216520906
band-stretching,572,3,129.51469819522598,622.2449342726172
band-stretching,572,4,128.86997460988292,661.8499894034202
band-stretching,572,5,128.69249251943685,606.2037358518506
band-stretching,572,6,171.39562895162427,678.7270434436903
band-stretching,572,7,170.88435518262125,591.2280698682441
band-stretching,572,8,132.93632073475155,752.4607154673473
band-stretching,572,9,113.18438272039702,522.9874531539691
band-stretching,572,10,77.61693396283916,808.5349818638393
band-stretching,572,11,52.11625785668912,481.57170744634624
band-stretching,572,12,355.80050607329434,673.1833059651883
band-stretching,572,13,351.58557167000316,600.1745443470677
band-stretching,572,14,509.06335021189614,667.39698447258
band-stretching,572,15,507.43331972669796,605.3362803641564
band-stretching,572,16,636.5595254884844,670.1845326003016
band-stretching,572,17,635.1872544414293,605.2402831650078
band-stretching,573,1,144.33958714282792,635.0069754464286
band-stretching,573,2,128.75631525513202,642.9726015041807
band-stretching,573,3,129.97466223580497,622.4847622945102
band-stretching,573,4,130.22499856935625,662.6227116342823
band-stretching,573,5,127.97745925543543,607.1760751454742
band-stretching,573,6,171.9074455610426,679.1076926976605
band-stretching,573,7,170.43815369414224,589.7702301525679
band-stretching,573,8,135.6128534959854,751.7198401517369
band-stretching,573,9,114.69194864598458,521.7153089703479
band-stretching,573,10,80.33770536086762,810.8175189861742
band-stretching,573,11,51.49661171287505,474.96664078509224
band-stretching,573,12,356.05358017962453,673.6209894994755
band-stretching,573,13,351.6427308610342,599.6029351001415
band-stretching,573,14,508.42479084136585,666.9181124518199
band-stretching,573,15,503.212750258955,599.3666313701453
band-stretching,573,16,636.526422699017,669.9680029982984
band-stretching,573,17,638.6262084706977,602.642304348257
band-stretching,574,1,143.7098951776216,635.0021269394028
band-stretching,574,2,128.98067786524928,642.7257662318257
band-stretching,574,3,130.04059044233472,622.3711962852508
band-stretching,574,4,129.71067263250046,662.4248457587761
band-stretching,574,5,127.93280063158265,607.2487429545132
band-stretching,574,6,171.22242857447608,680.3378717569892
band-stretching,574,7,170.0683460420775,589.8661837551763
band-stretching,574,8,136.2936634693331,748.3475708198398
band-stretching,574,9,119.38935151543266,519.4864365684158
band-stretching,574,10,82.41802792277977,813.914354668289
band-stretching,574,11,56.92117407979978,473.30898931117656
band-stretching,574,12,354.43169563388693,670.9984224722964
band-stretching,574,13,352.55582843838715,599.8993849028469
band-stretching,574,14,508.66336848963977,667.1035506928181
band-stretching,574,15,507.3889887117976,605.6226986744365
band-stretching,574,16,636.4612913726934,670.1092971218088
band-stretching,574,17,635.3507713074492,605.4207042303987
band-stretching,575,1,144.7883822418615,634.6849118425547
band-stretching,575,2,129.23063587712514,642.600287765753
band-stretching,575,3,130.85902998417657,621.7096656007193
band-stretching,575,4,128.50896192489816,661.6253028411031
